"Name", "Stmts", "Miss", "Cover"
"idecobot/core/service/dsl/linter/imycobot_linter.py", "17", "0", "100%"
"idecobot/core/service/dsl/linter/mycobot_linter.py", "26", "1", "96%"
"idecobot/core/service/dsl/linter/rules/__init__.py", "9", "0", "100%"
"idecobot/core/service/dsl/linter/rules/ground_safety_rule.py", "34", "5", "85%"
"idecobot/core/service/dsl/linter/rules/imycobot_lint_rule.py", "17", "0", "100%"
"idecobot/core/service/dsl/linter/rules/jerk_limit_rule.py", "42", "2", "95%"
"idecobot/core/service/dsl/linter/rules/joint_bounds_rule.py", "36", "1", "97%"
"idecobot/core/service/dsl/linter/rules/speed_limit_rule.py", "36", "5", "86%"
"idecobot/core/service/dsl/linter/rules/workspace_reach_rule.py", "37", "7", "81%"
"idecobot/core/service/dsl/mycobot_dsl_service.py", "47", "3", "94%"
"idecobot/core/service/dsl/parser/__init__.py", "9", "0", "100%"
"idecobot/core/service/dsl/parser/commands/__init__.py", "9", "0", "100%"
"idecobot/core/service/dsl/parser/commands/home_command_parser.py", "21", "0", "100%"
"idecobot/core/service/dsl/parser/commands/icommand_parser.py", "17", "0", "100%"
"idecobot/core/service/dsl/parser/commands/move_command_parser.py", "55", "6", "89%"
"idecobot/core/service/dsl/parser/commands/power_command_parser.py", "21", "2", "90%"
"idecobot/core/service/dsl/parser/commands/relax_command_parser.py", "21", "0", "100%"
"idecobot/core/service/dsl/parser/commands/speed_command_parser.py", "25", "1", "96%"
"idecobot/core/service/dsl/parser/commands/tool_command_parser.py", "37", "6", "84%"
"idecobot/core/service/dsl/parser/commands/wait_command_parser.py", "25", "1", "96%"
"idecobot/core/service/dsl/parser/imycobot_parser.py", "18", "0", "100%"
"idecobot/core/service/dsl/parser/mycobot_parser.py", "51", "3", "94%"
"idecobot/core/service/engine.py", "34", "1", "97%"
"idecobot/core/service/iservice.py", "21", "0", "100%"
"idecobot/engine.py", "60", "60", "0%"
"idecobot/infrastructure/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/cli/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/cli/engine.py", "39", "7", "82%"
"idecobot/infrastructure/cli/icli.py", "15", "0", "100%"
"idecobot/infrastructure/cli/setup/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/cli/setup/bundle.py", "22", "1", "95%"
"idecobot/infrastructure/cli/setup/dep_validator.py", "36", "5", "86%"
"idecobot/infrastructure/cli/setup/dependencies.py", "18", "0", "100%"
"idecobot/infrastructure/cli/setup/factory.py", "37", "1", "97%"
"idecobot/infrastructure/cli/setup/keys.py", "28", "0", "100%"
"idecobot/infrastructure/cli/setup/opt_validator.py", "36", "5", "86%"
"idecobot/infrastructure/cli/setup/options.py", "17", "0", "100%"
"idecobot/infrastructure/cli/setup/registry.py", "24", "1", "96%"
"idecobot/infrastructure/cli/setup/validator.py", "43", "5", "88%"
"idecobot/infrastructure/command/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/command/command.py", "16", "0", "100%"
"idecobot/infrastructure/command/icommand_definition.py", "14", "0", "100%"
"idecobot/infrastructure/command/icommand_executor.py", "14", "0", "100%"
"idecobot/infrastructure/command/studio_command_definition.py", "29", "1", "97%"
"idecobot/infrastructure/command/studio_command_executor.py", "41", "15", "63%"
"idecobot/infrastructure/communication/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/communication/iserial_port_scanner.py", "15", "0", "100%"
"idecobot/infrastructure/communication/protocol/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/communication/protocol/imycobot_protocol_codec.py", "22", "0", "100%"
"idecobot/infrastructure/communication/protocol/mycobot_protocol_codec.py", "50", "5", "90%"
"idecobot/infrastructure/communication/serial_port_scanner.py", "18", "1", "94%"
"idecobot/infrastructure/communication/streamer/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/communication/streamer/mycobot_controller.py", "66", "16", "76%"
"idecobot/infrastructure/communication/streamer/mycobot_streamer.py", "71", "36", "49%"
"idecobot/infrastructure/communication/transport/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/communication/transport/mock_serial_transport.py", "59", "4", "93%"
"idecobot/infrastructure/communication/transport/serial_transport.py", "57", "25", "56%"
"idecobot/infrastructure/config/__init__.py", "9", "9", "0%"
"idecobot/infrastructure/gui/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/editor/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/editor/code_editor.py", "55", "4", "93%"
"idecobot/infrastructure/gui/editor/editor_constants.py", "54", "0", "100%"
"idecobot/infrastructure/gui/editor/editor_coordinator.py", "62", "2", "97%"
"idecobot/infrastructure/gui/editor/editor_panel.py", "69", "22", "68%"
"idecobot/infrastructure/gui/editor/editor_panel_factory.py", "52", "0", "100%"
"idecobot/infrastructure/gui/editor/example_catalog.py", "18", "0", "100%"
"idecobot/infrastructure/gui/editor/syntax_highlighter.py", "48", "0", "100%"
"idecobot/infrastructure/gui/engine.py", "89", "36", "60%"
"idecobot/infrastructure/gui/engine_constants.py", "24", "0", "100%"
"idecobot/infrastructure/gui/igui.py", "17", "0", "100%"
"idecobot/infrastructure/gui/jog/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/jog/cartesian_constants.py", "33", "0", "100%"
"idecobot/infrastructure/gui/jog/cartesian_panel.py", "54", "6", "89%"
"idecobot/infrastructure/gui/jog/jog_constants.py", "58", "0", "100%"
"idecobot/infrastructure/gui/jog/jog_coordinator.py", "91", "7", "92%"
"idecobot/infrastructure/gui/jog/jog_panel.py", "50", "9", "82%"
"idecobot/infrastructure/gui/jog/jog_panel_factory.py", "59", "18", "69%"
"idecobot/infrastructure/gui/jog/joint_constants.py", "33", "0", "100%"
"idecobot/infrastructure/gui/jog/joint_panel.py", "53", "6", "89%"
"idecobot/infrastructure/gui/jog/step_constants.py", "30", "0", "100%"
"idecobot/infrastructure/gui/jog/step_panel.py", "52", "11", "79%"
"idecobot/infrastructure/gui/jog/tool_constants.py", "38", "0", "100%"
"idecobot/infrastructure/gui/jog/tool_panel.py", "53", "3", "94%"
"idecobot/infrastructure/gui/log/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/log/bytecode_constants.py", "23", "0", "100%"
"idecobot/infrastructure/gui/log/bytecode_preview.py", "55", "11", "80%"
"idecobot/infrastructure/gui/log/console_constants.py", "33", "0", "100%"
"idecobot/infrastructure/gui/log/log_constants.py", "17", "0", "100%"
"idecobot/infrastructure/gui/log/log_panel.py", "50", "7", "86%"
"idecobot/infrastructure/gui/log/log_panel_factory.py", "32", "0", "100%"
"idecobot/infrastructure/gui/log/serial_console.py", "62", "9", "85%"
"idecobot/infrastructure/gui/menu/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/menu/imenu_bar.py", "17", "17", "0%"
"idecobot/infrastructure/gui/menu/menu_bar.py", "56", "13", "77%"
"idecobot/infrastructure/gui/menu/menu_bar_constants.py", "32", "0", "100%"
"idecobot/infrastructure/gui/menu/menu_bar_factory.py", "33", "0", "100%"
"idecobot/infrastructure/gui/setup/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/setup/bundle.py", "37", "1", "97%"
"idecobot/infrastructure/gui/setup/dep_validator.py", "36", "5", "86%"
"idecobot/infrastructure/gui/setup/dependencies.py", "33", "0", "100%"
"idecobot/infrastructure/gui/setup/factory.py", "103", "7", "93%"
"idecobot/infrastructure/gui/setup/gui_bundle_factory_constants.py", "23", "0", "100%"
"idecobot/infrastructure/gui/setup/gui_event_handler.py", "39", "4", "90%"
"idecobot/infrastructure/gui/setup/igui_event_handler.py", "21", "0", "100%"
"idecobot/infrastructure/gui/setup/keys.py", "43", "0", "100%"
"idecobot/infrastructure/gui/setup/opt_validator.py", "36", "5", "86%"
"idecobot/infrastructure/gui/setup/options.py", "17", "0", "100%"
"idecobot/infrastructure/gui/setup/registry.py", "24", "1", "96%"
"idecobot/infrastructure/gui/setup/validator.py", "61", "5", "92%"
"idecobot/infrastructure/gui/stream/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/stream/connection_constants.py", "42", "0", "100%"
"idecobot/infrastructure/gui/stream/connection_panel.py", "85", "2", "98%"
"idecobot/infrastructure/gui/stream/connection_panel_factory.py", "44", "0", "100%"
"idecobot/infrastructure/gui/stream/status_bar.py", "71", "24", "66%"
"idecobot/infrastructure/gui/stream/status_bar_constants.py", "33", "0", "100%"
"idecobot/infrastructure/gui/theme/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/theme/color_palette.py", "34", "0", "100%"
"idecobot/infrastructure/gui/theme/font_config.py", "21", "0", "100%"
"idecobot/infrastructure/gui/theme/theme.py", "47", "0", "100%"
"idecobot/infrastructure/gui/theme/theme_constants.py", "38", "0", "100%"
"idecobot/infrastructure/gui/toolbar/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/gui/toolbar/itoolbar.py", "15", "15", "0%"
"idecobot/infrastructure/gui/toolbar/toolbar.py", "58", "0", "100%"
"idecobot/infrastructure/gui/toolbar/toolbar_constants.py", "28", "0", "100%"
"idecobot/infrastructure/gui/toolbar/toolbar_factory.py", "37", "0", "100%"
"idecobot/infrastructure/storage/__init__.py", "9", "0", "100%"
"idecobot/infrastructure/storage/iscript_storage_service.py", "15", "0", "100%"
"idecobot/infrastructure/storage/script_storage_service.py", "38", "5", "87%"
"idecobot/infrastructure/storage/storage_constants.py", "19", "0", "100%"
"idecobot/setup/__init__.py", "9", "0", "100%"
"idecobot/setup/bundle.py", "25", "0", "100%"
"idecobot/setup/dep_validator.py", "36", "5", "86%"
"idecobot/setup/dependencies.py", "21", "0", "100%"
"idecobot/setup/factory.py", "116", "5", "96%"
"idecobot/setup/keys.py", "33", "1", "97%"
"idecobot/setup/opt_validator.py", "36", "16", "56%"
"idecobot/setup/options.py", "16", "0", "100%"
"idecobot/setup/registry.py", "34", "1", "97%"
"idecobot/setup/validator.py", "53", "5", "91%"
"Total", "5467", "614", "89%"
